country,leader,alliance,army_size,navy,equipment,reputation,factories,training,last_online,region/_source,alliance/_text,rm_prod,gdp,alliance/_source,region/_text,manpower,airforce,region,territory,pageUrl,oil_reserves,oil_prod,uranium,reactor
Kapitan,Kapitan,http://blocgame.com/alliancestats.php?allianceid=1899,101k active personnel,0 ships,First World War surplus,Gandhi-like,2 factories,Undisciplined Rabble,last online 24 hours ago,rankings.php?subregion=ind,Aseang MMP,7 Hundred Tons per month,$919 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Somewhat Large,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=61709,247 Mbbl,5 Mbbl per month,,
Sheena,Lord Alphus Maximus Spaz,http://blocgame.com/alliancestats.php?allianceid=1952,30k active personnel,0 ships,First World War surplus,Normal,1 factory,Good,last online 27 hours ago,rankings.php?subregion=congo,The Eastern Sea,3 Hundred Tons per month,$918 million,alliancestats.php?allianceid=1952,Congo,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=congo,20000 km 2,http://blocgame.com/stats.php?id=62190,143 Mbbl,2 Mbbl per month,,
MyBigDick,ii Milos ii,http://blocgame.com/alliancestats.php?allianceid=1595,59k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Standard,last online 8 hours ago,rankings.php?subregion=pac,The High Council,4 Hundred Tons per month,$905 million,alliancestats.php?allianceid=1595,Pacific Rim,Plentiful,Large,http://blocgame.com/rankings.php?subregion=pac,25956 km 2,http://blocgame.com/stats.php?id=61178,29 Mbbl,4 Mbbl per month,,
Capitalism!,recette,http://blocgame.com/alliancestats.php?allianceid=1996,26k active personnel,0 ships,Finest of the 19th century,Gandhi-like,1 factory,Undisciplined Rabble,last online 65 hours ago,rankings.php?subregion=congo,States of Obongo,8 Hundred Tons per month,$905 million,alliancestats.php?allianceid=1996,Congo,Untapped,None,http://blocgame.com/rankings.php?subregion=congo,20000 km 2,http://blocgame.com/stats.php?id=62268,,2 Mbbl per month,,
BaniMelayu,PlayboyMelayu,,21k active personnel,0 ships,First World War surplus,Pariah,3 factories,Elite,last online 5 hours ago,rankings.php?subregion=sub,,15 Hundred Tons per month,$900 million,,The Subcontinent,Depleted,Large,http://blocgame.com/rankings.php?subregion=sub,13870 km 2,http://blocgame.com/stats.php?id=61862,,15 Mbbl per month,,
Tamil Kingdom,Chola I,http://blocgame.com/alliancestats.php?allianceid=1952,68k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Standard,last online 61 hours ago,rankings.php?subregion=sub,The Eastern Sea,13 Hundred Tons per month,$899 million,alliancestats.php?allianceid=1952,The Subcontinent,Untapped,Small,http://blocgame.com/rankings.php?subregion=sub,27497 km 2,http://blocgame.com/stats.php?id=60964,77 Mbbl,6 Mbbl per month,,
harimau kl,harmidi,,20k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 15 hours ago,rankings.php?subregion=pac,,12 Hundred Tons per month,$896 million,,Pacific Rim,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=62369,754 Mbbl,11 Mbbl per month,,
Bluegene/Q,ChevalierCavac,,81k active personnel,2 ships,Korean War surplus,Gandhi-like,2 factories,Poor,last online 9 hours ago,rankings.php?subregion=ara,,9 Hundred Tons per month,$885 million,,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,29881 km 2,http://blocgame.com/stats.php?id=61506,,26 Mbbl per month,,
Anak Abah,kakamin95,http://blocgame.com/alliancestats.php?allianceid=1952,46k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Standard,last online 48 hours ago,rankings.php?subregion=ind,The Eastern Sea,8 Hundred Tons per month,$874 million,alliancestats.php?allianceid=1952,East Indies,Near Depletion,None,http://blocgame.com/rankings.php?subregion=ind,13593 km 2,http://blocgame.com/stats.php?id=60483,339 Mbbl,4 Mbbl per month,,
Iramerica,general_pooya,http://blocgame.com/alliancestats.php?allianceid=1952,3k active personnel,1 ships,Second World War surplus,Questionable,2 factories,Elite,last online 129 hours ago,rankings.php?subregion=per,The Eastern Sea,4 Hundred Tons per month,$872 million,alliancestats.php?allianceid=1952,Persia,Untapped,Small,http://blocgame.com/rankings.php?subregion=per,839 km 2,http://blocgame.com/stats.php?id=59804,3108 Mbbl,2 Mbbl per month,,
Melengkar Alam,Raja dewata,http://blocgame.com/alliancestats.php?allianceid=1899,212k active personnel,8 ships,Korean War surplus,Gandhi-like,5 factories,Standard,online now,rankings.php?subregion=ind,Aseang MMP,18 Hundred Tons per month,$872 million,alliancestats.php?allianceid=1899,East Indies,,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,31940 km 2,http://blocgame.com/stats.php?id=60554,274 Mbbl,15 Mbbl per month,,
gachimuchi,aniki,,7k active personnel,0 ships,First World War surplus,Gandhi-like,2 factories,Elite,last online 86 hours ago,rankings.php?subregion=saf,,15 Hundred Tons per month,$869 million,,Southern Africa,Untapped,Small,http://blocgame.com/rankings.php?subregion=saf,21404 km 2,http://blocgame.com/stats.php?id=62499,102 Mbbl,11 Mbbl per month,,
Red Crazyguy,Red Crazyguy,http://blocgame.com/alliancestats.php?allianceid=2009,16k active personnel,0 ships,Second World War surplus,Isolated,2 factories,Elite,online now,rankings.php?subregion=pac,Redcrazy Alliance,12 Hundred Tons per month,$866 million,alliancestats.php?allianceid=2009,Pacific Rim,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=pac,23463 km 2,http://blocgame.com/stats.php?id=62314,978 Mbbl,14 Mbbl per month,,
siput sedut,Mr. President Aizat,http://blocgame.com/alliancestats.php?allianceid=1899,210k active personnel,18 ships,Korean War surplus,Gandhi-like,6 factories,Elite,last online 3 hours ago,rankings.php?subregion=ind,Aseang MMP,25 Hundred Tons per month,$865 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,50653 km 2,http://blocgame.com/stats.php?id=60552,352 Mbbl,14 Mbbl per month,,
Begnion,Lehran,http://blocgame.com/alliancestats.php?allianceid=1595,40k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Elite,last online 40 hours ago,rankings.php?subregion=gui,The High Council,3 Hundred Tons per month,$864 million,alliancestats.php?allianceid=1595,Guinea,Untapped,Somewhat Large,http://blocgame.com/rankings.php?subregion=gui,20000 km 2,http://blocgame.com/stats.php?id=49586,434 Mbbl,3 Mbbl per month,,
SUNGAI KERAK,Nizarudin,http://blocgame.com/alliancestats.php?allianceid=1899,111k active personnel,3 ships,First World War surplus,Angelic,3 factories,Standard,online now,rankings.php?subregion=ind,Aseang MMP,9 Hundred Tons per month,$862 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=ind,31154 km 2,http://blocgame.com/stats.php?id=61710,,9 Mbbl per month,,
Ashenforth,Tamacus,http://blocgame.com/alliancestats.php?allianceid=1401,54k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Good,last online 121 hours ago,rankings.php?subregion=waf,The Federal Colonies,4 Hundred Tons per month,$855 million,alliancestats.php?allianceid=1401,West Africa,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=waf,19212 km 2,http://blocgame.com/stats.php?id=62119,275 Mbbl,4 Mbbl per month,,
40GallonsLube,faglord420,http://blocgame.com/alliancestats.php?allianceid=1580,79k active personnel,2 ships,Second World War surplus,Gandhi-like,2 factories,Good,last online 66 hours ago,rankings.php?subregion=ara,Brotherhood of Nod,18 Hundred Tons per month,$829 million,alliancestats.php?allianceid=1580,Arabia,Untapped,Somewhat Large,http://blocgame.com/rankings.php?subregion=ara,29591 km 2,http://blocgame.com/stats.php?id=61687,4061 Mbbl,15 Mbbl per month,,
Zacto-7,zulcurrent,http://blocgame.com/alliancestats.php?allianceid=1899,46k active personnel,3 ships,Second World War surplus,Normal,3 factories,Good,online now,rankings.php?subregion=pac,Aseang MMP,28 Hundred Tons per month,$818 million,alliancestats.php?allianceid=1899,Pacific Rim,,Mediocre,http://blocgame.com/rankings.php?subregion=pac,33515 km 2,http://blocgame.com/stats.php?id=61927,,23 Mbbl per month,,
Stapler City,#wow #whoa,http://blocgame.com/alliancestats.php?allianceid=1996,31k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Undisciplined Rabble,last online 65 hours ago,rankings.php?subregion=congo,States of Obongo,6 Hundred Tons per month,$817 million,alliancestats.php?allianceid=1996,Congo,Untapped,None,http://blocgame.com/rankings.php?subregion=congo,20000 km 2,http://blocgame.com/stats.php?id=62270,95 Mbbl,1 Mbbl per month,,
Much War,Dan The Magic Man,http://blocgame.com/alliancestats.php?allianceid=1595,54k active personnel,0 ships,First World War surplus,Gandhi-like,3 factories,Standard,last online 27 hours ago,rankings.php?subregion=mes,The High Council,20 Hundred Tons per month,$816 million,alliancestats.php?allianceid=1595,Mesopotamia,Untapped,Somewhat Large,http://blocgame.com/rankings.php?subregion=mes,29321 km 2,http://blocgame.com/stats.php?id=61645,,18 Mbbl per month,,
Falamata,Hansfuergo,http://blocgame.com/alliancestats.php?allianceid=1568,56k active personnel,1 ships,First World War surplus,Angelic,3 factories,Elite,online now,rankings.php?subregion=gra,Brotherhood of Zion,30 Hundred Tons per month,$814 million,alliancestats.php?allianceid=1568,Gran Colombia,Untapped,Somewhat Large,http://blocgame.com/rankings.php?subregion=gra,39572 km 2,http://blocgame.com/stats.php?id=62057,,13 Mbbl per month,,
Darkplace,BlackAngel,,17k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Undisciplined Rabble,online now,rankings.php?subregion=ara,,2 Hundred Tons per month,$808 million,,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,13751 km 2,http://blocgame.com/stats.php?id=62234,,,,
Ipoh,QiffahsyII,http://blocgame.com/alliancestats.php?allianceid=1952,73k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Poor,last online 15 hours ago,rankings.php?subregion=ara,The Eastern Sea,8 Hundred Tons per month,$805 million,alliancestats.php?allianceid=1952,Arabia,,Mediocre,http://blocgame.com/rankings.php?subregion=ara,23277 km 2,http://blocgame.com/stats.php?id=62127,,8 Mbbl per month,1 Tons,
Galifrey,Eduardo lomeli,http://blocgame.com/alliancestats.php?allianceid=1555,119k active personnel,4 ships,Second World War surplus,Gandhi-like,3 factories,Good,last online 102 hours ago,rankings.php?subregion=waf,Legends,20 Hundred Tons per month,$804 million,alliancestats.php?allianceid=1555,West Africa,,Very Powerful,http://blocgame.com/rankings.php?subregion=waf,25046 km 2,http://blocgame.com/stats.php?id=51939,945 Mbbl,10 Mbbl per month,,
Slothman,Slothman,http://blocgame.com/alliancestats.php?allianceid=1580,64k active personnel,0 ships,Second World War surplus,Gandhi-like,None,Good,online now,rankings.php?subregion=ind,Brotherhood of Nod,5 Hundred Tons per month,$801 million,alliancestats.php?allianceid=1580,East Indies,Plentiful,None,http://blocgame.com/rankings.php?subregion=ind,24563 km 2,http://blocgame.com/stats.php?id=62376,69 Mbbl,2 Mbbl per month,,
Honesty,Fury,,5k active personnel,0 ships,First World War surplus,Good,None,Elite,online now,rankings.php?subregion=mes,,2 Hundred Tons per month,$798 million,,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,9267 km 2,http://blocgame.com/stats.php?id=62094,,4 Mbbl per month,,
Bellatrix,General Vorchevsky,http://blocgame.com/alliancestats.php?allianceid=1393,21k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Good,last online 1 hours ago,rankings.php?subregion=ara,BAMF,2 Hundred Tons per month,$795 million,alliancestats.php?allianceid=1393,Arabia,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=ara,20000 km 2,http://blocgame.com/stats.php?id=62246,,3 Mbbl per month,,
Angles,Badman,,10k active personnel,0 ships,First World War surplus,Gandhi-like,None,Undisciplined Rabble,online now,rankings.php?subregion=mes,,2 Hundred Tons per month,$790 million,,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,9360 km 2,http://blocgame.com/stats.php?id=62095,,3 Mbbl per month,,
Rudenia,Supreme Leader,,27k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 1 hours ago,rankings.php?subregion=ara,,4 Hundred Tons per month,$789 million,,Arabia,,Meagre,http://blocgame.com/rankings.php?subregion=ara,12690 km 2,http://blocgame.com/stats.php?id=47765,,5 Mbbl per month,,
Gumiho,Hachiman,http://blocgame.com/alliancestats.php?allianceid=1899,12k active personnel,1 ships,Second World War surplus,Pariah,1 factory,Undisciplined Rabble,online now,rankings.php?subregion=ind,Aseang MMP,0 Hundred Tons per month,$783 million,alliancestats.php?allianceid=1899,East Indies,,Powerful,http://blocgame.com/rankings.php?subregion=ind,23808 km 2,http://blocgame.com/stats.php?id=61827,,,,
originalname,xynta,http://blocgame.com/alliancestats.php?allianceid=1996,29k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Undisciplined Rabble,last online 65 hours ago,rankings.php?subregion=waf,States of Obongo,17 Hundred Tons per month,$778 million,alliancestats.php?allianceid=1996,West Africa,Plentiful,None,http://blocgame.com/rankings.php?subregion=waf,18053 km 2,http://blocgame.com/stats.php?id=62047,51 Mbbl,1 Mbbl per month,,
kobisbunga,kobis,,80k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 15 hours ago,rankings.php?subregion=ind,,7 Hundred Tons per month,$770 million,,East Indies,Near Depletion,Meagre,http://blocgame.com/rankings.php?subregion=ind,19079 km 2,http://blocgame.com/stats.php?id=61609,,8 Mbbl per month,,
Sheym,Ooodin,http://blocgame.com/alliancestats.php?allianceid=1595,33k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Standard,last online 7 hours ago,rankings.php?subregion=egy,The High Council,3 Hundred Tons per month,$769 million,alliancestats.php?allianceid=1595,Egypt,,Meagre,http://blocgame.com/rankings.php?subregion=egy,15602 km 2,http://blocgame.com/stats.php?id=61826,,2 Mbbl per month,,
Antah_Berantah,zonda,,48k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Standard,last online 8 hours ago,rankings.php?subregion=ind,,3 Hundred Tons per month,$746 million,,East Indies,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=ind,13613 km 2,http://blocgame.com/stats.php?id=62247,110 Mbbl,2 Mbbl per month,,
Parit Sayang,Penghulu Seman,http://blocgame.com/alliancestats.php?allianceid=1899,250k active personnel,14 ships,Korean War surplus,Gandhi-like,8 factories,Elite,last online 9 hours ago,rankings.php?subregion=ind,Aseang MMP,54 Hundred Tons per month,$743 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,39139 km 2,http://blocgame.com/stats.php?id=60573,,14 Mbbl per month,,
Novorum,Novorum,http://blocgame.com/alliancestats.php?allianceid=1899,80k active personnel,1 ships,Second World War surplus,Gandhi-like,2 factories,Standard,online now,rankings.php?subregion=pac,Aseang MMP,14 Hundred Tons per month,$743 million,alliancestats.php?allianceid=1899,Pacific Rim,Untapped,Large,http://blocgame.com/rankings.php?subregion=pac,27200 km 2,http://blocgame.com/stats.php?id=61987,890 Mbbl,2 Mbbl per month,,
Pantai Timur,rimba,http://blocgame.com/alliancestats.php?allianceid=1974,8k active personnel,0 ships,First World War surplus,Good,None,Undisciplined Rabble,last online 138 hours ago,rankings.php?subregion=sub,najibpundek,1 Hundred Tons per month,$741 million,alliancestats.php?allianceid=1974,The Subcontinent,Untapped,None,http://blocgame.com/rankings.php?subregion=sub,13560 km 2,http://blocgame.com/stats.php?id=61894,,,,
Lain,Red Terror,http://blocgame.com/alliancestats.php?allianceid=1393,299k active personnel,48 ships,Advanced,Angelic,6 factories,Undisciplined Rabble,last online 6 hours ago,rankings.php?subregion=egy,BAMF,31 Hundred Tons per month,$737 million,alliancestats.php?allianceid=1393,Egypt,,Very Powerful,http://blocgame.com/rankings.php?subregion=egy,67646 km 2,http://blocgame.com/stats.php?id=54938,2662 Mbbl,65 Mbbl per month,,
Kamui,Fiacca98,http://blocgame.com/alliancestats.php?allianceid=1401,19k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 65 hours ago,rankings.php?subregion=car,The Federal Colonies,6 Hundred Tons per month,$736 million,alliancestats.php?allianceid=1401,Caribbean,Untapped,None,http://blocgame.com/rankings.php?subregion=car,20000 km 2,http://blocgame.com/stats.php?id=61385,414 Mbbl,3 Mbbl per month,,
Cempaka,saufirahim,,31k active personnel,0 ships,First World War surplus,Gandhi-like,2 factories,Good,last online 8 hours ago,rankings.php?subregion=ind,,4 Hundred Tons per month,$735 million,,East Indies,Untapped,Small,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=62390,601 Mbbl,4 Mbbl per month,,
