country,leader,alliance,army_size,navy,equipment,factories,training,last_online,region/_source,alliance/_text,gdp,alliance/_source,region/_text,manpower,airforce,region,territory,pageUrl,oil_reserves,uranium,reactor,reputation
Malayu Raya,imranhanif19,,30k active personnel,0 ships,Korean War surplus,None,Standard,last online 40 hours ago,rankings.php?subregion=ind,,$826 million,,East Indies,Untapped,Small,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=61047,,,,Gandhi-like
Panggau Libau,Tajau Mas,http://blocgame.com/alliancestats.php?allianceid=1953,15k active personnel,0 ships,First World War surplus,1 factory,Undisciplined Rabble,last online 6 hours ago,rankings.php?subregion=ind,Tansang Kenyalang,$823 million,alliancestats.php?allianceid=1953,East Indies,Untapped,Somewhat Large,http://blocgame.com/rankings.php?subregion=ind,16172 km 2,http://blocgame.com/stats.php?id=61302,103 Mbbl,,,Gandhi-like
The Ivory Coast,Compton6500,,45k active personnel,0 ships,First World War surplus,1 factory,Good,last online 134 hours ago,rankings.php?subregion=waf,,$823 million,,West Africa,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=waf,20000 km 2,http://blocgame.com/stats.php?id=61450,,,,Gandhi-like
Untauzbek,Al Najibun Razaq,http://blocgame.com/alliancestats.php?allianceid=1899,79k active personnel,0 ships,Second World War surplus,3 factories,Elite,last online 5 hours ago,rankings.php?subregion=ind,Aseang MMP,$812 million,alliancestats.php?allianceid=1899,East Indies,Plentiful,Large,http://blocgame.com/rankings.php?subregion=ind,30810 km 2,http://blocgame.com/stats.php?id=60535,,,,Gandhi-like
Coccon,Boethiah,http://blocgame.com/alliancestats.php?allianceid=1644,13k active personnel,0 ships,First World War surplus,1 factory,Elite,last online 5 hours ago,rankings.php?subregion=mes,Inter/pol/,$810 million,alliancestats.php?allianceid=1644,Mesopotamia,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=mes,13613 km 2,http://blocgame.com/stats.php?id=61503,,,,Gandhi-like
Italico Impero,hercules,,33k active personnel,0 ships,First World War surplus,1 factory,Elite,last online 1 hours ago,rankings.php?subregion=car,,$800 million,,Caribbean,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=car,20000 km 2,http://blocgame.com/stats.php?id=61367,587 Mbbl,,,Gandhi-like
MyBigDick,ii Milos ii,http://blocgame.com/alliancestats.php?allianceid=1595,61k active personnel,0 ships,Second World War surplus,2 factories,Standard,last online 93 hours ago,rankings.php?subregion=pac,The High Council,$799 million,alliancestats.php?allianceid=1595,Pacific Rim,Untapped,Large,http://blocgame.com/rankings.php?subregion=pac,25956 km 2,http://blocgame.com/stats.php?id=61178,61 Mbbl,,,Gandhi-like
Alaminnullah,Mubarakamin,,0k active personnel,0 ships,Finest of the 19th century,1 factory,Elite,last online 3 hours ago,rankings.php?subregion=eaf,,$798 million,,East Africa,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=eaf,20000 km 2,http://blocgame.com/stats.php?id=61193,421 Mbbl,,,Angelic
Freshwell,Serious,http://blocgame.com/alliancestats.php?allianceid=1644,144k active personnel,1 ships,Vietnam War surplus,3 factories,Standard,last online 2 hours ago,rankings.php?subregion=atl,Inter/pol/,$796 million,alliancestats.php?allianceid=1644,Atlas,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=atl,74714 km 2,http://blocgame.com/stats.php?id=58341,,1 Tons,,Gandhi-like
Metamorphosis,penguin1263,http://blocgame.com/alliancestats.php?allianceid=1595,20k active personnel,0 ships,Finest of the 19th century,None,Undisciplined Rabble,last online 134 hours ago,rankings.php?subregion=egy,The High Council,$790 million,alliancestats.php?allianceid=1595,Egypt,Untapped,None,http://blocgame.com/rankings.php?subregion=egy,20000 km 2,http://blocgame.com/stats.php?id=56296,,,,Gandhi-like
Great Malaya,hydraghost,http://blocgame.com/alliancestats.php?allianceid=1899,84k active personnel,0 ships,Second World War surplus,2 factories,Poor,last online 6 hours ago,rankings.php?subregion=ind,Aseang MMP,$786 million,alliancestats.php?allianceid=1899,East Indies,Near Depletion,Small,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=60510,462 Mbbl,,,Angelic
Scorpions,Sarjan Blog,http://blocgame.com/alliancestats.php?allianceid=1595,79k active personnel,3 ships,First World War surplus,3 factories,Poor,last online 7 hours ago,rankings.php?subregion=sea,The High Council,$783 million,alliancestats.php?allianceid=1595,Indochina,Untapped,Large,http://blocgame.com/rankings.php?subregion=sea,31117 km 2,http://blocgame.com/stats.php?id=61364,,,,Gandhi-like
Garyopolis,Gary Calvert II,,30k active personnel,0 ships,First World War surplus,1 factory,Elite,last online 187 hours ago,rankings.php?subregion=mex,,$779 million,,Mesoamerica,Untapped,Small,http://blocgame.com/rankings.php?subregion=mex,22364 km 2,http://blocgame.com/stats.php?id=61342,87 Mbbl,,,Gandhi-like
SLU,Peja,http://blocgame.com/alliancestats.php?allianceid=1966,40k active personnel,0 ships,First World War surplus,2 factories,Elite,last online 6 hours ago,rankings.php?subregion=saf,Lithuanian Coalition,$777 million,alliancestats.php?allianceid=1966,Southern Africa,Untapped,Small,http://blocgame.com/rankings.php?subregion=saf,26516 km 2,http://blocgame.com/stats.php?id=61590,367 Mbbl,,,Normal
Manassas,Rubendros,,20k active personnel,0 ships,First World War surplus,None,Undisciplined Rabble,last online 6 hours ago,rankings.php?subregion=car,,$775 million,,Caribbean,Untapped,None,http://blocgame.com/rankings.php?subregion=car,20000 km 2,http://blocgame.com/stats.php?id=61371,643 Mbbl,1 Tons,,Gandhi-like
Malayantribes,Fir1999,http://blocgame.com/alliancestats.php?allianceid=1899,78k active personnel,4 ships,First World War surplus,3 factories,Good,last online 9 hours ago,rankings.php?subregion=ind,Aseang MMP,$764 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,26741 km 2,http://blocgame.com/stats.php?id=60721,,,,Nice
Austone,iAustin,,7k active personnel,0 ships,Finest of the 19th century,None,Undisciplined Rabble,last online 120 hours ago,rankings.php?subregion=car,,$762 million,,Caribbean,Untapped,None,http://blocgame.com/rankings.php?subregion=car,7800 km 2,http://blocgame.com/stats.php?id=53733,,,,Gandhi-like
BRITANIANG,SirLanceloteh,http://blocgame.com/alliancestats.php?allianceid=1595,36k active personnel,0 ships,First World War surplus,2 factories,Standard,last online 3 hours ago,rankings.php?subregion=chi,The High Council,$762 million,alliancestats.php?allianceid=1595,China,Untapped,Large,http://blocgame.com/rankings.php?subregion=chi,27257 km 2,http://blocgame.com/stats.php?id=61614,380 Mbbl,,,Gandhi-like
Galifrey,Eduardo lomeli,http://blocgame.com/alliancestats.php?allianceid=1555,119k active personnel,4 ships,Second World War surplus,3 factories,Elite,last online 122 hours ago,rankings.php?subregion=waf,Legends,$753 million,alliancestats.php?allianceid=1555,West Africa,Near Depletion,Very Powerful,http://blocgame.com/rankings.php?subregion=waf,25046 km 2,http://blocgame.com/stats.php?id=51939,1075 Mbbl,,,Gandhi-like
lanun selatan,arjuna durhaka,,160k active personnel,0 ships,Second World War surplus,4 factories,Poor,last online 10 hours ago,rankings.php?subregion=ind,,$752 million,,East Indies,Near Depletion,Large,http://blocgame.com/rankings.php?subregion=ind,30019 km 2,http://blocgame.com/stats.php?id=61392,795 Mbbl,,,Angelic
Bakar al assad,Abu Bakar,,83k active personnel,1 ships,First World War surplus,2 factories,Good,online now,rankings.php?subregion=ara,,$742 million,,Arabia,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=ara,34433 km 2,http://blocgame.com/stats.php?id=61270,4657 Mbbl,,,Gandhi-like
Banjica,Stjepan Filipovic,,82k active personnel,4 ships,Second World War surplus,2 factories,Good,last online 40 hours ago,rankings.php?subregion=pac,,$738 million,,Pacific Rim,Untapped,Somewhat Large,http://blocgame.com/rankings.php?subregion=pac,33518 km 2,http://blocgame.com/stats.php?id=60675,203 Mbbl,1 Tons,,Gandhi-like
Hitlerwasright,Louis C Cuck,http://blocgame.com/alliancestats.php?allianceid=1580,8k active personnel,13 ships,Second World War surplus,3 factories,Elite,last online 40 hours ago,rankings.php?subregion=ara,Brotherhood of Nod,$737 million,alliancestats.php?allianceid=1580,Arabia,,None,http://blocgame.com/rankings.php?subregion=ara,8108 km 2,http://blocgame.com/stats.php?id=59621,,,,Nice
Alasjir,Commander Kidd,http://blocgame.com/alliancestats.php?allianceid=1959,26k active personnel,0 ships,First World War surplus,None,Elite,last online 102 hours ago,rankings.php?subregion=per,United Republics,$736 million,alliancestats.php?allianceid=1959,Persia,Untapped,Small,http://blocgame.com/rankings.php?subregion=per,16335 km 2,http://blocgame.com/stats.php?id=61451,2823 Mbbl,,,Gandhi-like
Sial,akish,http://blocgame.com/alliancestats.php?allianceid=1393,26k active personnel,0 ships,Second World War surplus,2 factories,Elite,last online 11 hours ago,rankings.php?subregion=ara,BAMF,$731 million,alliancestats.php?allianceid=1393,Arabia,Untapped,Somewhat Large,http://blocgame.com/rankings.php?subregion=ara,20000 km 2,http://blocgame.com/stats.php?id=61568,,,,Gandhi-like
Kilohotel,Kilohotel,http://blocgame.com/alliancestats.php?allianceid=1899,13k active personnel,0 ships,First World War surplus,1 factory,Poor,last online 9 hours ago,rankings.php?subregion=ind,Aseang MMP,$725 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=ind,16172 km 2,http://blocgame.com/stats.php?id=60689,,,,Good
ZumbaZumbi,PakuPakis,,69k active personnel,0 ships,First World War surplus,3 factories,Good,last online 8 hours ago,rankings.php?subregion=saf,,$721 million,,Southern Africa,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=saf,21182 km 2,http://blocgame.com/stats.php?id=61482,218 Mbbl,,,Gandhi-like
Kabibbillah,Kabibbillah,,1k active personnel,0 ships,Finest of the 19th century,1 factory,Elite,last online 3 hours ago,rankings.php?subregion=eaf,,$716 million,,East Africa,Untapped,None,http://blocgame.com/rankings.php?subregion=eaf,20000 km 2,http://blocgame.com/stats.php?id=61197,220 Mbbl,,,Normal
Gombak,ArericH,http://blocgame.com/alliancestats.php?allianceid=1899,88k active personnel,4 ships,Second World War surplus,2 factories,Poor,last online 4 hours ago,rankings.php?subregion=pac,Aseang MMP,$713 million,alliancestats.php?allianceid=1899,Pacific Rim,Untapped,Large,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=60568,159 Mbbl,,,Angelic
Tamil Kingdom,Chola I,http://blocgame.com/alliancestats.php?allianceid=1952,41k active personnel,0 ships,First World War surplus,2 factories,Elite,last online 3 hours ago,rankings.php?subregion=sub,The Eastern Sea,$706 million,alliancestats.php?allianceid=1952,The Subcontinent,Plentiful,Small,http://blocgame.com/rankings.php?subregion=sub,24203 km 2,http://blocgame.com/stats.php?id=60964,244 Mbbl,,,Gandhi-like
"OK, I guess",DaBestSir,,7k active personnel,0 ships,First World War surplus,1 factory,Standard,last online 72 hours ago,rankings.php?subregion=pac,,$703 million,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,13210 km 2,http://blocgame.com/stats.php?id=60952,,,,Gandhi-like
Puerto Libre,Jose Ramon Rodriguez III,http://blocgame.com/alliancestats.php?allianceid=1401,40k active personnel,0 ships,First World War surplus,1 factory,Elite,online now,rankings.php?subregion=car,The Federal Colonies,$697 million,alliancestats.php?allianceid=1401,Caribbean,Untapped,Small,http://blocgame.com/rankings.php?subregion=car,24310 km 2,http://blocgame.com/stats.php?id=61883,,,,Angelic
Kalbulkum,Kabib,,9k active personnel,0 ships,Finest of the 19th century,None,Elite,last online 3 hours ago,rankings.php?subregion=mes,,$695 million,,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,19172 km 2,http://blocgame.com/stats.php?id=60799,,,,Good
Arabian SSR,Dear Leader Stalin,http://blocgame.com/alliancestats.php?allianceid=1644,49k active personnel,0 ships,First World War surplus,1 factory,Elite,last online 31 hours ago,rankings.php?subregion=ara,Inter/pol/,$691 million,alliancestats.php?allianceid=1644,Arabia,Untapped,Small,http://blocgame.com/rankings.php?subregion=ara,31447 km 2,http://blocgame.com/stats.php?id=61557,2612 Mbbl,,,Gandhi-like
Sw�r�s,Crezz Vazz,,45k active personnel,0 ships,Second World War surplus,2 factories,Standard,last online 9 hours ago,rankings.php?subregion=gra,,$683 million,,Gran Colombia,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=gra,20000 km 2,http://blocgame.com/stats.php?id=61466,141 Mbbl,,,Gandhi-like
\\\'Murica,Blob26,,4k active personnel,0 ships,First World War surplus,None,Undisciplined Rabble,last online 115 hours ago,rankings.php?subregion=car,,$682 million,,Caribbean,Untapped,None,http://blocgame.com/rankings.php?subregion=car,13750 km 2,http://blocgame.com/stats.php?id=59539,205 Mbbl,,,Questionable
Petai Belalang,zulhasr39689,http://blocgame.com/alliancestats.php?allianceid=1899,3k active personnel,2 ships,First World War surplus,2 factories,Elite,last online 5 hours ago,rankings.php?subregion=ind,Aseang MMP,$678 million,alliancestats.php?allianceid=1899,East Indies,Near Depletion,None,http://blocgame.com/rankings.php?subregion=ind,20970 km 2,http://blocgame.com/stats.php?id=60767,,,,Good
Free Syria,Mohammed al-Safawi,,8k active personnel,0 ships,First World War surplus,1 factory,Poor,last online 198 hours ago,rankings.php?subregion=mes,,$672 million,,Mesopotamia,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=mes,15850 km 2,http://blocgame.com/stats.php?id=61508,3126 Mbbl,,,Gandhi-like
Kārkov,Altwerk Vyner,http://blocgame.com/alliancestats.php?allianceid=1899,50k active personnel,0 ships,First World War surplus,1 factory,Good,last online 3 hours ago,rankings.php?subregion=ind,Aseang MMP,$671 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Small,http://blocgame.com/rankings.php?subregion=ind,27480 km 2,http://blocgame.com/stats.php?id=61813,,,,Nice
Lixia,Dave Hunter,http://blocgame.com/alliancestats.php?allianceid=1393,87k active personnel,1 ships,Second World War surplus,3 factories,Good,last online 3 hours ago,rankings.php?subregion=mes,BAMF,$668 million,alliancestats.php?allianceid=1393,Mesopotamia,Untapped,Small,http://blocgame.com/rankings.php?subregion=mes,27323 km 2,http://blocgame.com/stats.php?id=61520,4051 Mbbl,1 Tons,,Gandhi-like
Anak Abah,kakamin95,http://blocgame.com/alliancestats.php?allianceid=1952,45k active personnel,0 ships,First World War surplus,1 factory,Undisciplined Rabble,online now,rankings.php?subregion=ind,The Eastern Sea,$666 million,alliancestats.php?allianceid=1952,East Indies,,Meagre,http://blocgame.com/rankings.php?subregion=ind,11755 km 2,http://blocgame.com/stats.php?id=60483,49 Mbbl,,,Questionable
Pasir Dua Butir,Rocky Malaya,http://blocgame.com/alliancestats.php?allianceid=1899,40k active personnel,0 ships,Second World War surplus,1 factory,Good,last online 2 hours ago,rankings.php?subregion=ind,Aseang MMP,$662 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Large,http://blocgame.com/rankings.php?subregion=ind,24159 km 2,http://blocgame.com/stats.php?id=60687,,,,Gandhi-like
Chujolandia,Jonas Pavolon,http://blocgame.com/alliancestats.php?allianceid=1966,38k active personnel,0 ships,First World War surplus,1 factory,Elite,last online 25 hours ago,rankings.php?subregion=atl,Lithuanian Coalition,$631 million,alliancestats.php?allianceid=1966,Atlas,Untapped,Small,http://blocgame.com/rankings.php?subregion=atl,22706 km 2,http://blocgame.com/stats.php?id=61617,,,,Gandhi-like
Karachan,MikhailBialkov,,18k active personnel,0 ships,First World War surplus,1 factory,Poor,last online 89 hours ago,rankings.php?subregion=chi,,$621 million,,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,20000 km 2,http://blocgame.com/stats.php?id=61585,300 Mbbl,,,Gandhi-like
killing56465,skatmas,,1k active personnel,0 ships,First World War surplus,None,Undisciplined Rabble,last online 89 hours ago,rankings.php?subregion=eaf,,$616 million,,East Africa,Near Depletion,None,http://blocgame.com/rankings.php?subregion=eaf,16667 km 2,http://blocgame.com/stats.php?id=61076,,,,Gandhi-like
Idiocracy,Chillintelligence,http://blocgame.com/alliancestats.php?allianceid=1644,444k active personnel,40 ships,Advanced,16 factories,Good,last online 1 hours ago,rankings.php?subregion=mes,Inter/pol/,$610 million,alliancestats.php?allianceid=1644,Mesopotamia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,133644 km 2,http://blocgame.com/stats.php?id=49383,1512 Mbbl,1 Tons,,Normal
Melengkar Alam,Raja dewata,http://blocgame.com/alliancestats.php?allianceid=1899,73k active personnel,7 ships,Second World War surplus,4 factories,Good,last online 12 hours ago,rankings.php?subregion=ind,Aseang MMP,$610 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,28135 km 2,http://blocgame.com/stats.php?id=60554,431 Mbbl,,,Nice
